56	Mankey	f	1	Fighting		80	35	40	70	35	45	Vital Spirit	Anger Point
57	Primeape	f	1	Fighting		105	60	65	95	60	70	Vital Spirit	Anger Point
58	Growlithe	f	1	Fire		70	45	55	60	70	50	Intimidate	Flash Fire
6	Charizard	f	1	Fire	Flying	84	78	100	100	109	85	Blaze	
59	Arcanine	f	1	Fire		110	80	90	95	100	80	Intimidate	Flash Fire
60	Poliwag	f	1	Water		50	40	40	90	40	40	Water Absorb	Damp
61	Poliwhirl	f	1	Water		65	65	65	90	50	50	Water Absorb	Damp
62	Poliwrath	f	1	Water	Fighting	95	95	90	70	70	90	Water Absorb	Damp
63	Abra	f	1	Psychic		20	15	25	90	105	55	Synchronize	Inner Focus
64	Kadabra	f	1	Psychic		35	30	40	105	120	70	Synchronize	Inner Focus
65	Alakazam	f	1	Psychic		50	45	55	120	135	95	Synchronize	Inner Focus
66	Machop	f	1	Fighting		80	50	70	35	35	35	Guts	No Guard
67	Machoke	f	1	Fighting		100	70	80	45	50	60	Guts	No Guard
68	Machamp	f	1	Fighting		130	80	90	55	65	85	Guts	No Guard
69	Bellsprout	f	1	Grass	Poison	75	35	50	40	70	30	Chlorophyll	
70	Weepinbell	f	1	Grass	Poison	90	50	65	55	85	45	Chlorophyll	
71	Victreebel	f	1	Grass	Poison	105	65	80	70	100	70	Chlorophyll	
72	Tentacool	f	1	Water	Poison	40	35	40	70	50	100	Clear Body	Liquid Ooze
73	Tentacruel	f	1	Water	Poison	70	65	80	100	80	120	Clear Body	Liquid Ooze
74	Geodude	f	1	Rock	Ground	80	100	40	20	30	30	Rock Head	Sturdy
75	Graveler	f	1	Rock	Ground	95	115	55	35	45	45	Rock Head	Sturdy
76	Golem	f	1	Rock	Ground	120	130	80	45	55	65	Rock Head	Sturdy
77	Ponyta	f	1	Fire		85	55	50	90	65	65	Run Away	Flash Fire
78	Rapidash	f	1	Fire		100	70	65	105	80	80	Run Away	Flash Fire
79	Slowpoke	f	1	Water	Psychic	65	65	90	15	40	40	Oblivious	Own Tempo
80	Slowbro	f	1	Water	Psychic	75	110	95	30	100	80	Oblivious	Own Tempo
81	Magnemite	f	1	Electric	Steel	35	70	25	45	95	55	Magnet Pull	Sturdy
82	Magneton	f	1	Electric	Steel	60	95	50	70	120	70	Magnet Pull	Sturdy
83	Farfetch’d	f	1	Normal	Flying	90	55	52	60	58	62	Keen Eye	Inner Focus
84	Doduo	f	1	Normal	Flying	85	45	35	75	35	35	Run Away	Early Bird
85	Dodrio	f	1	Normal	Flying	110	70	60	100	60	60	Run Away	Early Bird
86	Seel	f	1	Water		45	55	65	45	45	70	Thick Fat	Hydration
87	Dewgong	f	1	Water	Ice	70	80	90	70	70	95	Thick Fat	Hydration
88	Grimer	f	1	Poison		80	50	80	25	40	50	Stench	Sticky Hold
89	Muk	f	1	Poison		105	75	105	50	65	100	Stench	Sticky Hold
90	Shellder	f	1	Water		65	100	30	40	45	25	Shell Armor	Skill Link
91	Cloyster	f	1	Water	Ice	95	180	50	70	85	45	Shell Armor	Skill Link
92	Gastly	f	1	Ghost	Poison	35	30	30	80	100	35	Levitate	
93	Haunter	f	1	Ghost	Poison	50	45	45	95	115	55	Levitate	
94	Gengar	f	1	Ghost	Poison	65	60	60	110	130	75	Cursed Body	Cursed Body
95	Onix	f	1	Rock	Ground	45	160	35	70	30	45	Rock Head	Sturdy
96	Drowzee	f	1	Psychic		48	45	60	42	43	90	Insomnia	Forewarn
97	Hypno	f	1	Psychic		73	70	85	67	73	115	Insomnia	Forewarn
98	Krabby	f	1	Water		105	90	30	50	25	25	Hyper Cutter	Shell Armor
99	Kingler	f	1	Water		130	115	55	75	50	50	Hyper Cutter	Shell Armor
100	Voltorb	f	1	Electric		30	50	40	100	55	55	Soundproof	Static
101	Electrode	f	1	Electric		50	70	60	150	80	80	Soundproof	Static
102	Exeggcute	f	1	Grass	Psychic	40	80	60	40	60	45	Chlorophyll	
103	Exeggutor	f	1	Grass	Psychic	95	85	95	55	125	75	Chlorophyll	
104	Cubone	f	1	Ground		50	95	50	35	40	50	Rock Head	Lightning Rod
105	Marowak	f	1	Ground		80	110	60	45	50	80	Rock Head	Lightning Rod
106	Hitmonlee	f	1	Fighting		120	53	50	87	35	110	Limber	Reckless
107	Hitmonchan	f	1	Fighting		105	79	50	76	35	110	Keen Eye	Iron Fist
108	Lickitung	f	1	Normal		55	75	90	30	60	75	Own Tempo	Oblivious
109	Koffing	f	1	Poison		65	95	40	35	60	45	Levitate	
110	Weezing	f	1	Poison		90	120	65	60	85	70	Levitate	
111	Rhyhorn	f	1	Ground	Rock	85	95	80	25	30	30	Lightning Rod	Rock Head
112	Rhydon	f	1	Ground	Rock	130	120	105	40	45	45	Lightning Rod	Rock Head
113	Chansey	f	1	Normal		5	5	250	50	35	105	Natural Cure	Serene Grace
114	Tangela	f	1	Grass		55	115	65	60	100	40	Chlorophyll	Leaf Guard
115	Kangaskhan	f	1	Normal		95	80	105	90	40	80	Early Bird	Scrappy
116	Horsea	f	1	Water		40	70	30	60	70	25	Swift Swim	Sniper
117	Seadra	f	1	Water		65	95	55	85	95	45	Poison Point	Sniper
118	Goldeen	f	1	Water		67	60	45	63	35	50	Swift Swim	Sniper
119	Seaking	f	1	Water		92	65	80	68	65	80	Swift Swim	Water Veil
120	Staryu	f	1	Water		45	55	30	85	70	55	Illuminate	Natural Cure
121	Starmie	f	1	Water	Psychic	75	85	60	115	100	85	Illuminate	Natural Cure
122	Mr. Mime	f	1	Psychic	Fairy	45	65	40	90	100	120	Soundproof	Filter
123	Scyther	f	1	Bug	Flying	110	80	70	105	55	80	Swarm	Technician
124	Jynx	f	1	Ice	Psychic	50	35	65	95	115	95	Oblivious	Forewarn
125	Electabuzz	f	1	Electric		83	57	65	105	95	85	Static	
126	Magmar	f	1	Fire		95	57	65	93	100	85	Flame Body	
127	Pinsir	f	1	Bug		125	100	65	85	55	70	Hyper Cutter	Mold Breaker
128	Tauros	f	1	Normal		100	95	75	110	40	70	Intimidate	Anger Point
129	Magikarp	f	1	Water		10	55	20	80	15	20	Swift Swim	
130	Gyarados	f	1	Water	Flying	125	79	95	81	60	100	Intimidate	
131	Lapras	f	1	Water	Ice	85	80	130	60	85	95	Water Absorb	Shell Armor
132	Ditto	f	1	Normal		48	48	48	48	48	48	Limber	
133	Eevee	f	1	Normal		55	50	55	55	45	65	Run Away	Adaptability
134	Vaporeon	f	1	Water		65	60	130	65	110	95	Water Absorb	
135	Jolteon	f	1	Electric		65	60	65	130	110	95	Volt Absorb	
136	Flareon	f	1	Fire		130	60	65	65	95	110	Flash Fire	
137	Porygon	f	1	Normal		60	70	65	40	85	75	Trace	Download
138	Omanyte	f	1	Rock	Water	40	100	35	35	90	55	Swift Swim	Shell Armor
139	Omastar	f	1	Rock	Water	60	125	70	55	115	70	Swift Swim	Shell Armor
140	Kabuto	f	1	Rock	Water	80	90	30	55	55	45	Swift Swim	Battle Armor
141	Kabutops	f	1	Rock	Water	115	105	60	80	65	70	Swift Swim	Battle Armor
142	Aerodactyl	f	1	Rock	Flying	105	65	80	130	60	75	Rock Head	Pressure
143	Snorlax	f	1	Normal		110	65	160	30	65	110	Immunity	Thick Fat
144	Articuno	f	1	Ice	Flying	85	100	90	85	95	125	Pressure	
145	Zapdos	f	1	Electric	Flying	90	85	90	100	125	90	Pressure	
146	Moltres	f	1	Fire	Flying	100	90	90	90	125	85	Pressure	
147	Dratini	f	1	Dragon		64	45	41	50	50	50	Shed Skin	
148	Dragonair	f	1	Dragon		84	65	61	70	70	70	Shed Skin	
149	Dragonite	f	1	Dragon	Flying	134	95	91	80	100	100	Inner Focus	
150	Mewtwo	f	1	Psychic		110	90	106	130	154	90	Pressure	
151	Mew	f	1	Psychic		100	100	100	100	100	100	Synchronize	
152	Chikorita	f	1	Grass		49	65	45	45	49	65	Overgrow	
153	Bayleef	f	1	Grass		62	80	60	60	63	80	Overgrow	
154	Meganium	f	1	Grass		82	100	80	80	83	100	Overgrow	
155	Cyndaquil	f	1	Fire		52	43	39	65	60	50	Blaze	
156	Quilava	f	1	Fire		64	58	58	80	80	65	Blaze	
157	Typhlosion	f	1	Fire		84	78	78	100	109	85	Blaze	
158	Totodile	f	1	Water		65	64	50	43	44	48	Torrent	
159	Croconaw	f	1	Water		80	80	65	58	59	63	Torrent	
160	Feraligatr	f	1	Water		105	100	85	78	79	83	Torrent	
161	Sentret	f	1	Normal		46	34	35	20	35	45	Run Away	Keen Eye
162	Furret	f	1	Normal		76	64	85	90	45	55	Run Away	Keen Eye
163	Hoothoot	f	1	Normal	Flying	30	30	60	50	36	56	Insomnia	Keen Eye
164	Noctowl	f	1	Normal	Flying	50	50	100	70	86	96	Insomnia	Keen Eye
165	Ledyba	f	1	Bug	Flying	20	30	40	55	40	80	Swarm	Early Bird
166	Ledian	f	1	Bug	Flying	35	50	55	85	55	110	Swarm	Early Bird
167	Spinarak	f	1	Bug	Poison	60	40	40	30	40	40	Swarm	Insomnia
168	Ariados	f	1	Bug	Poison	90	70	70	40	60	70	Swarm	Insomnia
169	Crobat	f	1	Poison	Flying	90	80	85	130	70	80	Inner Focus	
170	Chinchou	f	1	Water	Electric	38	38	75	67	56	56	Volt Absorb	Illuminate
171	Lanturn	f	1	Water	Electric	58	58	125	67	76	76	Volt Absorb	Illuminate
172	Pichu	f	1	Electric		40	15	20	60	35	35	Static	
173	Cleffa	f	1	Fairy		25	28	50	15	45	55	Cute Charm	Magic Guard
174	Igglybuff	f	1	Normal	Fairy	30	15	90	15	40	20	Cute Charm	Competitive
175	Togepi	f	1	Fairy		20	65	35	20	40	65	Hustle	Serene Grace
176	Togetic	f	1	Fairy	Flying	40	85	55	40	80	105	Hustle	Serene Grace
177	Natu	f	1	Psychic	Flying	50	45	40	70	70	45	Synchronize	Early Bird
178	Xatu	f	1	Psychic	Flying	75	70	65	95	95	70	Synchronize	Early Bird
179	Mareep	f	1	Electric		40	40	55	35	65	45	Static	
180	Flaaffy	f	1	Electric		55	55	70	45	80	60	Static	
181	Ampharos	f	1	Electric		75	85	90	55	115	90	Static	
182	Bellossom	f	1	Grass		80	95	75	50	90	100	Chlorophyll	
183	Marill	f	1	Water	Fairy	20	50	70	40	20	50	Thick Fat	Huge Power
184	Azumarill	f	1	Water	Fairy	50	80	100	50	60	80	Thick Fat	Huge Power
185	Sudowoodo	f	1	Rock		100	115	70	30	30	65	Sturdy	Rock Head
186	Politoed	f	1	Water		75	75	90	70	90	100	Water Absorb	Damp
187	Hoppip	f	1	Grass	Flying	35	40	35	50	35	55	Chlorophyll	Leaf Guard
188	Skiploom	f	1	Grass	Flying	45	50	55	80	45	65	Chlorophyll	Leaf Guard
189	Jumpluff	f	1	Grass	Flying	55	70	75	110	55	95	Chlorophyll	Leaf Guard
190	Aipom	f	1	Normal		70	55	55	85	40	55	Run Away	Pickup
191	Sunkern	f	1	Grass		30	30	30	30	30	30	Chlorophyll	Solar Power
192	Sunflora	f	1	Grass		75	55	75	30	105	85	Chlorophyll	Solar Power
193	Yanma	f	1	Bug	Flying	65	45	65	95	75	45	Speed Boost	Compound Eyes
194	Wooper	f	1	Water	Ground	45	45	55	15	25	25	Damp	Water Absorb
195	Quagsire	f	1	Water	Ground	85	85	95	35	65	65	Damp	Water Absorb
196	Espeon	f	1	Psychic		65	60	65	110	130	95	Synchronize	
197	Umbreon	f	1	Dark		65	110	95	65	60	130	Synchronize	
198	Murkrow	f	1	Dark	Flying	85	42	60	91	85	42	Insomnia	Super Luck
199	Slowking	f	1	Water	Psychic	75	80	95	30	100	110	Oblivious	Own Tempo
200	Misdreavus	f	1	Ghost		60	60	60	85	85	85	Levitate	
201	Unown	f	1	Psychic		72	48	48	48	72	48	Levitate	
202	Wobbuffet	f	1	Psychic		33	58	190	33	33	58	Shadow Tag	
203	Girafarig	f	1	Normal	Psychic	80	65	70	85	90	65	Inner Focus	Early Bird
204	Pineco	f	1	Bug		65	90	50	15	35	35	Sturdy	
205	Forretress	f	1	Bug	Steel	90	140	75	40	60	60	Sturdy	
206	Dunsparce	f	1	Normal		70	70	100	45	65	65	Serene Grace	Run Away
207	Gligar	f	1	Ground	Flying	75	105	65	85	35	65	Hyper Cutter	Sand Veil
208	Steelix	f	1	Steel	Ground	85	200	75	30	55	65	Rock Head	Sturdy
209	Snubbull	f	1	Fairy		80	50	60	30	40	40	Intimidate	Run Away
210	Granbull	f	1	Fairy		120	75	90	45	60	60	Intimidate	Quick Feet
211	Qwilfish	f	1	Water	Poison	95	85	65	85	55	55	Poison Point	Swift Swim
212	Scizor	f	1	Bug	Steel	130	100	70	65	55	80	Swarm	Technician
213	Shuckle	f	1	Bug	Rock	10	230	20	5	10	230	Sturdy	Gluttony
214	Heracross	f	1	Bug	Fighting	125	75	80	85	40	95	Swarm	Guts
215	Sneasel	f	1	Dark	Ice	95	55	55	115	35	75	Inner Focus	Keen Eye
216	Teddiursa	f	1	Normal		80	50	60	40	50	50	Pickup	Quick Feet
217	Ursaring	f	1	Normal		130	75	90	55	75	75	Guts	Quick Feet
218	Slugma	f	1	Fire		40	40	40	20	70	40	Magma Armor	Flame Body
219	Magcargo	f	1	Fire	Rock	50	120	60	30	90	80	Magma Armor	Flame Body
220	Swinub	f	1	Ice	Ground	50	40	50	50	30	30	Oblivious	Snow Cloak
221	Piloswine	f	1	Ice	Ground	100	80	100	50	60	60	Oblivious	Snow Cloak
222	Corsola	f	1	Water	Rock	55	95	65	35	65	95	Hustle	Natural Cure
223	Remoraid	f	1	Water		65	35	35	65	65	35	Hustle	Sniper
224	Octillery	f	1	Water		105	75	75	45	105	75	Suction Cups	Sniper
225	Delibird	f	1	Ice	Flying	55	45	45	75	65	45	Vital Spirit	Hustle
226	Mantine	f	1	Water	Flying	40	70	85	70	80	140	Swift Swim	Water Absorb
227	Skarmory	f	1	Steel	Flying	80	140	65	70	40	70	Keen Eye	Sturdy
228	Houndour	f	1	Dark	Fire	60	30	45	65	80	50	Early Bird	Flash Fire
229	Houndoom	f	1	Dark	Fire	90	50	75	95	110	80	Early Bird	Flash Fire
230	Kingdra	f	1	Water	Dragon	95	95	75	85	95	95	Swift Swim	Sniper
231	Phanpy	f	1	Ground		60	60	90	40	40	40	Pickup	
232	Donphan	f	1	Ground		120	120	90	50	60	60	Sturdy	
233	Porygon2	f	1	Normal		80	90	85	60	105	95	Trace	Download
234	Stantler	f	1	Normal		95	62	73	85	85	65	Intimidate	Frisk
235	Smeargle	f	1	Normal		20	35	55	75	20	45	Own Tempo	Technician
236	Tyrogue	f	1	Fighting		35	35	35	35	35	35	Guts	Steadfast
237	Hitmontop	f	1	Fighting		95	95	50	70	35	110	Intimidate	Technician
238	Smoochum	f	1	Ice	Psychic	30	15	45	65	85	65	Oblivious	Forewarn
239	Elekid	f	1	Electric		63	37	45	95	65	55	Static	
240	Magby	f	1	Fire		75	37	45	83	70	55	Flame Body	
241	Miltank	f	1	Normal		80	105	95	100	40	70	Thick Fat	Scrappy
242	Blissey	f	1	Normal		10	10	255	55	75	135	Natural Cure	Serene Grace
243	Raikou	f	1	Electric		85	75	90	115	115	100	Pressure	
244	Entei	f	1	Fire		115	85	115	100	90	75	Pressure	
245	Suicune	f	1	Water		75	115	100	85	90	115	Pressure	
246	Larvitar	f	1	Rock	Ground	64	50	50	41	45	50	Guts	
247	Pupitar	f	1	Rock	Ground	84	70	70	51	65	70	Shed Skin	
248	Tyranitar	f	1	Rock	Dark	134	110	100	61	95	100	Sand Stream	
249	Lugia	f	1	Psychic	Flying	90	130	106	110	90	154	Pressure	
250	Ho-Oh	f	1	Fire	Flying	130	90	106	90	110	154	Pressure	
251	Celebi	f	1	Psychic	Grass	100	100	100	100	100	100	Natural Cure	
252	Treecko	f	1	Grass		45	35	40	70	65	55	Overgrow	
253	Grovyle	f	1	Grass		65	45	50	95	85	65	Overgrow	
254	Sceptile	f	1	Grass		85	65	70	120	105	85	Overgrow	
255	Torchic	f	1	Fire		60	40	45	45	70	50	Blaze	
256	Combusken	f	1	Fire	Fighting	85	60	60	55	85	60	Blaze	
257	Blaziken	f	1	Fire	Fighting	120	70	80	80	110	70	Blaze	
258	Mudkip	f	1	Water		70	50	50	40	50	50	Torrent	
259	Marshtomp	f	1	Water	Ground	85	70	70	50	60	70	Torrent	
260	Swampert	f	1	Water	Ground	110	90	100	60	85	90	Torrent	
261	Poochyena	f	1	Dark		55	35	35	35	30	30	Run Away	Quick Feet
262	Mightyena	f	1	Dark		90	70	70	70	60	60	Intimidate	Quick Feet
263	Zigzagoon	f	1	Normal		30	41	38	60	30	41	Pickup	Gluttony
264	Linoone	f	1	Normal		70	61	78	100	50	61	Pickup	Gluttony
265	Wurmple	f	1	Bug		45	35	45	20	20	30	Shield Dust	
266	Silcoon	f	1	Bug		35	55	50	15	25	25	Shed Skin	
267	Beautifly	f	1	Bug	Flying	70	50	60	65	100	50	Swarm	
268	Cascoon	f	1	Bug		35	55	50	15	25	25	Shed Skin	
269	Dustox	f	1	Bug	Poison	50	70	60	65	50	90	Shield Dust	
270	Lotad	f	1	Water	Grass	30	30	40	30	40	50	Swift Swim	Rain Dish
271	Lombre	f	1	Water	Grass	50	50	60	50	60	70	Swift Swim	Rain Dish
272	Ludicolo	f	1	Water	Grass	70	70	80	70	90	100	Swift Swim	Rain Dish
273	Seedot	f	1	Grass		40	50	40	30	30	30	Chlorophyll	Early Bird
274	Nuzleaf	f	1	Grass	Dark	70	40	70	60	60	40	Chlorophyll	Early Bird
275	Shiftry	f	1	Grass	Dark	100	60	90	80	90	60	Chlorophyll	Early Bird
276	Taillow	f	1	Normal	Flying	55	30	40	85	30	30	Guts	
277	Swellow	f	1	Normal	Flying	85	60	60	125	75	50	Guts	
278	Wingull	f	1	Water	Flying	30	30	40	85	55	30	Keen Eye	Hydration
279	Pelipper	f	1	Water	Flying	50	100	60	65	95	70	Keen Eye	Drizzle
280	Ralts	f	1	Psychic	Fairy	25	25	28	40	45	35	Synchronize	Trace
281	Kirlia	f	1	Psychic	Fairy	35	35	38	50	65	55	Synchronize	Trace
282	Gardevoir	f	1	Psychic	Fairy	65	65	68	80	125	115	Synchronize	Trace
283	Surskit	f	1	Bug	Water	30	32	40	65	50	52	Swift Swim	
284	Masquerain	f	1	Bug	Flying	60	62	70	80	100	82	Intimidate	
285	Shroomish	f	1	Grass		40	60	60	35	40	60	Effect Spore	Poison Heal
286	Breloom	f	1	Grass	Fighting	130	80	60	70	60	60	Effect Spore	Poison Heal
287	Slakoth	f	1	Normal		60	60	60	30	35	35	Truant	
288	Vigoroth	f	1	Normal		80	80	80	90	55	55	Vital Spirit	
289	Slaking	f	1	Normal		160	100	150	100	95	65	Truant	
290	Nincada	f	1	Bug	Ground	45	90	31	40	30	30	Compound Eyes	
291	Ninjask	f	1	Bug	Flying	90	45	61	160	50	50	Speed Boost	
292	Shedinja	f	1	Bug	Ghost	90	45	1	40	30	30	Wonder Guard	
293	Whismur	f	1	Normal		51	23	64	28	51	23	Soundproof	
294	Loudred	f	1	Normal		71	43	84	48	71	43	Soundproof	
295	Exploud	f	1	Normal		91	63	104	68	91	73	Soundproof	
296	Makuhita	f	1	Fighting		60	30	72	25	20	30	Thick Fat	Guts
297	Hariyama	f	1	Fighting		120	60	144	50	40	60	Thick Fat	Guts
298	Azurill	f	1	Normal	Fairy	20	40	50	20	20	40	Thick Fat	Huge Power
299	Nosepass	f	1	Rock		45	135	30	30	45	90	Sturdy	Magnet Pull
300	Skitty	f	1	Normal		45	45	50	50	35	35	Cute Charm	Normalize
301	Delcatty	f	1	Normal		65	65	70	90	55	55	Cute Charm	Normalize
302	Sableye	f	1	Dark	Ghost	75	75	50	50	65	65	Keen Eye	Stall
303	Mawile	f	1	Steel	Fairy	85	85	50	50	55	55	Hyper Cutter	Intimidate
304	Aron	f	1	Steel	Rock	70	100	50	30	40	40	Sturdy	Rock Head
305	Lairon	f	1	Steel	Rock	90	140	60	40	50	50	Sturdy	Rock Head
306	Aggron	f	1	Steel	Rock	110	180	70	50	60	60	Sturdy	Rock Head
307	Meditite	f	1	Fighting	Psychic	40	55	30	60	40	55	Pure Power	
308	Medicham	f	1	Fighting	Psychic	60	75	60	80	60	75	Pure Power	
309	Electrike	f	1	Electric		45	40	40	65	65	40	Static	Lightning Rod
310	Manectric	f	1	Electric		75	60	70	105	105	60	Static	Lightning Rod
311	Plusle	f	1	Electric		50	40	60	95	85	75	Plus	
312	Minun	f	1	Electric		40	50	60	95	75	85	Minus	
313	Volbeat	f	1	Bug		73	75	65	85	47	85	Illuminate	Swarm
314	Illumise	f	1	Bug		47	75	65	85	73	85	Oblivious	Tinted Lens
315	Roselia	f	1	Grass	Poison	60	45	50	65	100	80	Natural Cure	Poison Point
316	Gulpin	f	1	Poison		43	53	70	40	43	53	Liquid Ooze	Sticky Hold
317	Swalot	f	1	Poison		73	83	100	55	73	83	Liquid Ooze	Sticky Hold
318	Carvanha	f	1	Water	Dark	90	20	45	65	65	20	Rough Skin	
319	Sharpedo	f	1	Water	Dark	120	40	70	95	95	40	Rough Skin	
320	Wailmer	f	1	Water		70	35	130	60	70	35	Water Veil	Oblivious
321	Wailord	f	1	Water		90	45	170	60	90	45	Water Veil	Oblivious
322	Numel	f	1	Fire	Ground	60	40	60	35	65	45	Oblivious	Simple
323	Camerupt	f	1	Fire	Ground	100	70	70	40	105	75	Magma Armor	Solid Rock
324	Torkoal	f	1	Fire		85	140	70	20	85	70	White Smoke	Drought
325	Spoink	f	1	Psychic		25	35	60	60	70	80	Thick Fat	Own Tempo
326	Grumpig	f	1	Psychic		45	65	80	80	90	110	Thick Fat	Own Tempo
327	Spinda	f	1	Normal		60	60	60	60	60	60	Own Tempo	Tangled Feet
328	Trapinch	f	1	Ground		100	45	45	10	45	45	Hyper Cutter	Arena Trap
329	Vibrava	f	1	Ground	Dragon	70	50	50	70	50	50	Levitate	
330	Flygon	f	1	Ground	Dragon	100	80	80	100	80	80	Levitate	
331	Cacnea	f	1	Grass		85	40	50	35	85	40	Sand Veil	
332	Cacturne	f	1	Grass	Dark	115	60	70	55	115	60	Sand Veil	
333	Swablu	f	1	Normal	Flying	40	60	45	50	40	75	Natural Cure	
334	Altaria	f	1	Dragon	Flying	70	90	75	80	70	105	Natural Cure	
335	Zangoose	f	1	Normal		115	60	73	90	60	60	Immunity	
336	Seviper	f	1	Poison		100	60	73	65	100	60	Shed Skin	
337	Lunatone	f	1	Rock	Psychic	55	65	90	70	95	85	Levitate	
338	Solrock	f	1	Rock	Psychic	95	85	90	70	55	65	Levitate	
339	Barboach	f	1	Water	Ground	48	43	50	60	46	41	Oblivious	Anticipation
340	Whiscash	f	1	Water	Ground	78	73	110	60	76	71	Oblivious	Anticipation
341	Corphish	f	1	Water		80	65	43	35	50	35	Hyper Cutter	Shell Armor
342	Crawdaunt	f	1	Water	Dark	120	85	63	55	90	55	Hyper Cutter	Shell Armor
343	Baltoy	f	1	Ground	Psychic	40	55	40	55	40	70	Levitate	
344	Claydol	f	1	Ground	Psychic	70	105	60	75	70	120	Levitate	
345	Lileep	f	1	Rock	Grass	41	77	66	23	61	87	Suction Cups	
346	Cradily	f	1	Rock	Grass	81	97	86	43	81	107	Suction Cups	
347	Anorith	f	1	Rock	Bug	95	50	45	75	40	50	Battle Armor	
348	Armaldo	f	1	Rock	Bug	125	100	75	45	70	80	Battle Armor	
349	Feebas	f	1	Water		15	20	20	80	10	55	Swift Swim	Oblivious
350	Milotic	f	1	Water		60	79	95	81	100	125	Marvel Scale	Competitive
